id,FRAUDE,VALOR,HORA_AUX,Dist_max_NAL,Canal1,FECHA,COD_PAIS,CANAL,DIASEM,DIAMES,FECHA_VIN,OFICINA_VIN,SEXO,SEGMENTO,EDAD,INGRESOS,EGRESOS,NROPAISES,Dist_Sum_INTER,Dist_Mean_INTER,Dist_Max_INTER,NROCIUDADES,Dist_Mean_NAL,Dist_HOY,Dist_sum_NAL,QUINCENA
9000000012,1,0.0,13,659.13,ATM_INT,20150501,US,ATM_INT,Viernes,1,20120306.0,392.0,M,Personal Plus,29.0,1200000.0,1200000.0,1,0.0,0.0,0.0,6,474.94,4552.41,5224.36,Quincena_1
9000000013,0,0.0,22,339.58,ATM_INT,20150501,US,ATM_INT,Viernes,1,20070629.0,710.0,F,Personal Plus,27.0,1200000.0,500000.0,1,0.0,0.0,0.0,5,276.46,4552.41,5805.7,Quincena_1
9000000014,1,0.0,23,1.0,ATM_INT,20150513,US,ATM_INT,Miercoles,13,20090723.0,4.0,F,Personal Plus,27.0,2200000.0,0.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000015,0,0.0,15,1.0,ATM_INT,20150507,US,ATM_INT,Jueves,7,20100511.0,659.0,F,Personal,22.0,800000.0,700000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000016,0,0.0,19,61.45,ATM_INT,20150524,US,ATM_INT,Domingo,24,20141203.0,571.0,F,Personal Plus,18.0,1000000.0,500000.0,1,0.0,0.0,0.0,2,61.45,4552.41,184.34,Quincena_2
9000000017,0,0.0,21,97.1,ATM_INT,20150521,FJ,ATM_INT,Jueves,21,20130608.0,424.0,M,Personal,22.0,600000.0,200000.0,3,19781.13,9890.57,15228.72,3,57.26,20736.96,229.06,Quincena_2
9000000018,0,0.0,16,1.0,ATM_INT,20150507,US,ATM_INT,Jueves,7,20100511.0,659.0,F,Personal,22.0,800000.0,700000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000019,0,0.0,17,243.62,ATM_INT,20150525,US,ATM_INT,Lunes,25,20070821.0,2.0,M,Emprendedor,24.0,1500000.0,2000000.0,1,0.0,0.0,0.0,3,89.22,4552.41,535.3,Quincena_2
9000000020,0,0.0,15,1.0,ATM_INT,20150507,US,ATM_INT,Jueves,7,20100511.0,659.0,F,Personal,22.0,800000.0,700000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000021,0,0.0,18,1.0,ATM_INT,20150522,US,ATM_INT,Viernes,22,20130507.0,836.0,M,Personal,20.0,100000.0,100000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000022,0,0.0,22,1.0,ATM_INT,20150513,US,ATM_INT,Miercoles,13,20009198.120707244,416.426385583135,F,Personal Plus,40.010540632437944,14491037.206052363,8506309.151649099,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000023,0,0.0,15,1.0,ATM_INT,20150507,US,ATM_INT,Jueves,7,20100511.0,659.0,F,Personal,22.0,800000.0,700000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000024,0,0.0,15,243.62,ATM_INT,20150504,US,ATM_INT,Lunes,4,20009198.120707244,416.426385583135,F,Personal Plus,40.010540632437944,14491037.206052363,8506309.151649099,1,0.0,0.0,0.0,3,213.36,4552.41,1706.9,Quincena_1
9000000025,0,0.0,18,1.0,ATM_INT,20150522,US,ATM_INT,Viernes,22,20130507.0,836.0,M,Personal,20.0,100000.0,100000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000026,0,0.0,22,339.58,ATM_INT,20150501,US,ATM_INT,Viernes,1,20070629.0,710.0,F,Personal Plus,27.0,1200000.0,500000.0,1,0.0,0.0,0.0,5,276.46,4552.41,5805.7,Quincena_1
9000000027,0,12895.0,9,1.0,POS,20150525,US,POS,Lunes,25,20080122.0,554.0,M,Personal Plus,29.0,1000000.0,1000000.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000028,0,22997.0,11,659.13,POS,20150502,US,POS,Sabado,2,20101001.0,582.0,F,Personal Plus,27.0,10500000.0,2000000.0,2,27314.46,4552.41,4552.41,4,324.12,4552.41,2268.86,Quincena_1
9000000029,0,22997.0,11,659.13,POS,20150502,US,POS,Sabado,2,20101001.0,582.0,F,Personal Plus,27.0,10500000.0,2000000.0,2,27314.46,4552.41,4552.41,4,324.12,4552.41,2268.86,Quincena_1
9000000030,1,24347.0,22,352.24,ATM_INT,20150516,EC,ATM_INT,Sabado,16,20020926.0,430.0,F,Personal Plus,24.0,3000000.0,2500000.0,5,39255.32,4361.7,10507.27,3,133.14,904.81,399.43,Quincena_2
9000000031,0,33027.0,12,659.13,POS,20150511,US,POS,Lunes,11,19950202.0,342.0,F,Personal Plus,26.0,3200000.0,2200000.0,1,0.0,0.0,0.0,5,210.39,4552.41,1472.7,Quincena_1
9000000032,0,42751.0,16,243.62,POS,20150521,US,POS,Jueves,21,20050823.0,14.0,M,Personal Plus,28.0,2900000.0,1700000.0,1,0.0,0.0,0.0,4,92.18,4552.41,553.1,Quincena_2
9000000033,0,51135.0,15,498.04,POS,20150517,PA,POS,Domingo,17,20140102.0,91.0,M,Personal,20.0,300000.0,150000.0,1,0.0,0.0,0.0,4,254.83,1043.91,2548.29,Quincena_2
9000000034,0,83656.0,11,340.09,POS,20150517,US,POS,Domingo,17,20130604.0,267.0,F,Personal Plus,25.0,2500000.0,250000.0,2,113810.25,4552.41,4552.41,3,262.57,4552.41,9715.16,Quincena_2
9000000035,0,106947.0,17,659.13,ATM_INT,20150531,US,ATM_INT,Domingo,31,20091230.0,793.0,M,Personal Plus,26.0,1200000.0,750000.0,1,0.0,0.0,0.0,4,332.85,4552.41,3994.25,Quincena_2
9000000036,0,120720.0,17,243.62,POS,20150523,US,MCI,Sabado,23,20110923.0,551.0,F,Personal Plus,26.0,2383000.0,400000.0,1,0.0,0.0,0.0,4,92.18,4552.41,553.1,Quincena_2
9000000037,0,167287.0,12,30.2,POS,20150524,PA,POS,Domingo,24,20060711.0,191.0,M,Personal Plus,27.0,3202420.0,300000.0,2,4175.65,1043.91,1043.91,2,30.2,1043.91,543.66,Quincena_2
9000000038,0,183791.0,19,304.29,POS,20150515,US,POS,Viernes,15,20100818.0,586.0,M,Personal Plus,26.0,1640038.0,200000.0,3,63072.32,5733.85,7857.49,4,161.51,4552.41,1938.09,Quincena_1
9000000039,0,210407.0,21,973.95,POS,20150526,AR,POS,Martes,26,20101006.0,19.0,M,Personal Plus,28.0,5623697.0,500000.0,2,18209.64,4552.41,4552.41,8,143.64,4308.01,6463.95,Quincena_2
9000000040,0,214246.0,13,279.77,POS,20150515,US,POS,Viernes,15,20110304.0,907.0,M,Personal Plus,24.0,2000000.0,0.0,5,27357.87,3908.27,7857.49,5,144.63,4552.41,1157.01,Quincena_1
9000000041,1,238806.0,12,23.31,POS,20150503,US,POS,Domingo,3,20120717.0,337.0,F,Personal Plus,25.0,1500000.0,1200000.0,2,36419.28,4552.41,4552.41,2,23.31,4552.41,46.62,Quincena_1
9000000042,1,238806.0,12,23.31,POS,20150503,US,POS,Domingo,3,20120717.0,337.0,F,Personal Plus,25.0,1500000.0,1200000.0,2,36419.28,4552.41,4552.41,2,23.31,4552.41,46.62,Quincena_1
9000000043,0,239574.0,8,289.23,POS,20150521,US,POS,Jueves,21,20100208.0,571.0,M,Personal Plus,27.0,9568000.0,1578388.0,1,0.0,0.0,0.0,2,289.23,4552.41,578.46,Quincena_2
9000000044,1,247738.0,19,523.1,ATM_INT,20150518,SV,ATM_INT,Lunes,18,20130403.0,634.0,F,Personal Plus,29.0,1000000.0,500000.0,1,0.0,0.0,0.0,2,523.1,2153.87,523.1,Quincena_2
9000000045,0,248939.0,18,173.79,POS,20150524,US,POS,Domingo,24,20081229.0,68.0,F,Personal Plus,28.0,3301000.0,2000000.0,1,0.0,0.0,0.0,3,152.75,4552.41,611.01,Quincena_2
9000000046,0,319403.0,14,904.71,POS,20150503,US,POS,Domingo,3,20060814.0,808.0,M,Personal Plus,29.0,1933050.0,800000.0,1,0.0,0.0,0.0,7,158.62,4552.41,2379.35,Quincena_1
9000000047,0,319403.0,14,904.71,POS,20150503,US,POS,Domingo,3,20060814.0,808.0,M,Personal Plus,29.0,1933050.0,800000.0,1,0.0,0.0,0.0,7,158.62,4552.41,2379.35,Quincena_1
9000000048,1,335790.0,22,1217.57,ATM_INT,20150521,GT,ATM_INT,Jueves,21,20120530.0,84.0,F,Personal Plus,28.0,1000000.0,200000.0,1,0.0,0.0,0.0,3,730.59,2370.55,2922.38,Quincena_2
9000000049,1,455773.0,18,61.45,ATM_INT,20150513,CR,ATM_INT,Miercoles,13,20080319.0,487.0,M,Personal Plus,29.0,1100000.0,350000.0,1,0.0,0.0,0.0,3,51.58,1482.35,309.51,Quincena_1
9000000050,1,512295.0,23,733.11,ATM_INT,20150530,CR,ATM_INT,Sabado,30,20051126.0,42.0,M,Personal Plus,25.0,1810000.0,900000.0,1,0.0,0.0,0.0,5,372.02,1482.35,2232.1,Quincena_2
9000000051,0,599694.0,14,23.59,POS,20150524,US,POS,Domingo,24,20041230.0,438.0,M,PYME,26.0,60569982.0,55196483.0,1,0.0,0.0,0.0,5,10.71,4552.41,278.58,Quincena_2
9000000052,1,911546.0,18,61.45,ATM_INT,20150513,CR,ATM_INT,Miercoles,13,20080319.0,487.0,M,Personal Plus,29.0,1100000.0,350000.0,1,0.0,0.0,0.0,3,51.58,1482.35,309.51,Quincena_1
9000000053,0,1162627.0,11,61.45,POS,20150502,US,POS,Sabado,2,20030109.0,777.0,F,Personal,23.0,160000.0,0.0,1,0.0,0.0,0.0,2,61.45,4552.41,122.9,Quincena_1
9000000054,0,1162627.0,11,61.45,POS,20150502,US,POS,Sabado,2,20030109.0,777.0,F,Personal,23.0,160000.0,0.0,1,0.0,0.0,0.0,2,61.45,4552.41,122.9,Quincena_1
9000000055,0,1426722.0,14,1.0,POS,20150515,US,POS,Viernes,15,20110715.0,360.0,M,Personal Plus,27.0,2000000.0,0.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000056,1,100014.31,20,306.67,ATM_INT,20150501,US,ATM_INT,Viernes,1,20110418.0,860.0,F,Personal,22.0,400000.0,50000.0,1,0.0,0.0,0.0,4,186.48,4552.41,1864.85,Quincena_1
9000000057,0,100431.06,14,243.62,POS,20150511,US,POS,Lunes,11,20110304.0,362.0,F,Personal Plus,24.0,1000000.0,400000.0,1,0.0,0.0,0.0,2,243.62,4552.41,487.24,Quincena_1
9000000058,0,1006252.4,20,1.0,ATM_INT,20150511,US,ATM_INT,Lunes,11,20141209.0,174.0,M,Personal Plus,19.0,1500000.0,600000.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000059,1,100707.53,5,243.62,ATM_INT,20150507,US,ATM_INT,Jueves,7,20120223.0,272.0,M,Personal Plus,28.0,1000000.0,800000.0,1,0.0,0.0,0.0,2,243.62,4552.41,974.49,Quincena_1
9000000060,1,100707.53,5,659.13,ATM_INT,20150507,US,ATM_INT,Jueves,7,20110126.0,640.0,F,Personal Plus,22.0,1200000.0,700000.0,1,0.0,0.0,0.0,2,659.13,4552.41,1318.26,Quincena_1
9000000061,1,100707.53,5,304.29,ATM_INT,20150507,US,ATM_INT,Jueves,7,20121024.0,749.0,M,Personal Plus,24.0,3567900.0,1500000.0,1,0.0,0.0,0.0,3,290.88,4552.41,1163.54,Quincena_1
9000000062,1,101213.81,19,1.0,ATM_INT,20150502,US,ATM_INT,Sabado,2,20120216.0,795.0,F,Personal,21.0,100000.0,80000.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000063,1,1012853.07,11,594.77,POS,20150515,US,POS,Viernes,15,20050415.0,716.0,M,Personal Plus,29.0,5643700.0,500000.0,1,0.0,0.0,0.0,5,289.99,4552.41,2029.9,Quincena_1
9000000064,1,101704.5,21,131.71,ATM_INT,20150519,US,ATM_INT,Martes,19,20120127.0,76.0,F,Personal Plus,21.0,1800000.0,700000.0,3,6078.29,1519.57,1618.55,3,96.58,4552.41,386.33,Quincena_2
9000000065,1,101704.5,21,304.29,ATM_INT,20150519,US,ATM_INT,Martes,19,20110712.0,810.0,M,Personal Plus,24.0,2000000.0,100000.0,1,0.0,0.0,0.0,4,149.24,4552.41,746.22,Quincena_2
9000000066,0,1025339.54,20,304.29,POS,20150530,US,MCI,Sabado,30,20050719.0,586.0,M,Personal Plus,28.0,8500000.0,2000000.0,5,42551.06,4255.11,7632.97,4,150.4,4552.41,902.42,Quincena_2
9000000067,0,102940.04,11,70.8,POS,20150520,US,POS,Miercoles,20,20110726.0,640.0,M,Personal Plus,27.0,2400000.0,1500000.0,1,0.0,0.0,0.0,3,51.15,4552.41,204.59,Quincena_2
9000000068,0,103068.8,22,1.0,POS,20150520,US,MCI,Miercoles,20,20009198.120707244,416.426385583135,F,Personal Plus,40.010540632437944,14491037.206052363,8506309.151649099,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000069,1,1034376.64,1,304.29,ATM_INT,20150528,US,ATM_INT,Jueves,28,20140403.0,180.0,F,Personal,22.0,700000.0,200000.0,1,0.0,0.0,0.0,4,186.64,4552.41,1119.85,Quincena_2
9000000070,0,1043159.99,23,1.0,POS,20150501,US,MCI,Viernes,1,20009198.120707244,416.426385583135,F,Personal Plus,40.010540632437944,14491037.206052363,8506309.151649099,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000071,0,1043159.99,23,1.0,POS,20150501,US,MCI,Viernes,1,20009198.120707244,416.426385583135,F,Personal Plus,40.010540632437944,14491037.206052363,8506309.151649099,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000072,0,10530.01,13,1.0,POS,20150525,US,POS,Lunes,25,20080122.0,554.0,M,Personal Plus,29.0,1000000.0,1000000.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000073,0,105576.54,22,28.59,ATM_INT,20150522,US,ATM_INT,Viernes,22,20110923.0,379.0,M,Personal,24.0,536500.0,0.0,1,0.0,0.0,0.0,4,18.1,4552.41,199.11,Quincena_2
9000000074,0,106122.06,15,48.19,POS,20150525,PA,POS,Lunes,25,20101111.0,40.0,F,Personal Plus,25.0,2900000.0,700000.0,1,0.0,0.0,0.0,2,48.19,1043.91,96.38,Quincena_2
9000000075,0,10743.04,7,289.23,POS,20150521,US,POS,Jueves,21,20100208.0,571.0,M,Personal Plus,27.0,9568000.0,1578388.0,1,0.0,0.0,0.0,2,289.23,4552.41,578.46,Quincena_2
9000000076,0,107462.07,12,243.62,POS,20150501,US,POS,Viernes,1,20120531.0,331.0,M,Personal Plus,27.0,7000000.0,2000000.0,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26,Quincena_1
9000000077,0,107462.07,12,243.62,POS,20150501,US,POS,Viernes,1,20120531.0,331.0,M,Personal Plus,27.0,7000000.0,2000000.0,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26,Quincena_1
9000000078,0,108134.05,16,1.0,POS,20150527,US,POS,Miercoles,27,20060330.0,86.0,F,Personal Plus,26.0,7000000.0,4500000.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_2
9000000079,0,10815.26,18,1.0,POS,20150519,US,MCI,Martes,19,20010831.0,549.0,F,Personal,22.0,700000.0,0.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000080,0,108221.47,20,659.13,POS,20150521,US,MCI,Jueves,21,20011022.0,230.0,F,Personal Plus,25.0,2200000.0,0.0,1,0.0,0.0,0.0,5,102.33,4552.41,2455.96,Quincena_2
9000000081,0,109146.09,10,25.02,POS,20150514,US,POS,Jueves,14,20050620.0,505.0,F,Personal Plus,27.0,3000000.0,500000.0,2,3237.1,1618.55,1618.55,4,17.6,4552.41,475.22,Quincena_1
9000000082,0,109973.09,14,304.29,POS,20150520,US,POS,Miercoles,20,20070613.0,265.0,F,Personal Plus,27.0,2100000.0,500000.0,3,63296.85,5754.26,7857.49,3,196.89,4552.41,3150.22,Quincena_2
9000000083,0,1105431.81,23,733.11,POS,20150520,US,MCI,Miercoles,20,20080617.0,32.0,F,Personal Plus,22.0,4000000.0,2000000.0,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4,Quincena_2
9000000084,0,113432.08,15,741.95,POS,20150502,PA,POS,Sabado,2,20080723.0,690.0,M,Personal Plus,28.0,3233160.0,500000.0,1,0.0,0.0,0.0,5,285.83,1043.91,1714.96,Quincena_1
9000000085,0,113432.08,15,741.95,POS,20150502,PA,POS,Sabado,2,20080723.0,690.0,M,Personal Plus,28.0,3233160.0,500000.0,1,0.0,0.0,0.0,5,285.83,1043.91,1714.96,Quincena_1
9000000086,0,114157.5,23,698.52,POS,20150515,US,MCI,Viernes,15,20040823.0,767.0,F,Personal Plus,28.0,4000000.0,2000000.0,1,0.0,0.0,0.0,4,586.85,4552.41,4107.94,Quincena_1
9000000087,0,115820.09,14,741.95,POS,20150502,PA,POS,Sabado,2,20080723.0,690.0,M,Personal Plus,28.0,3233160.0,500000.0,1,0.0,0.0,0.0,5,285.83,1043.91,1714.96,Quincena_1
9000000088,0,11969.03,19,1.0,POS,20150511,US,POS,Lunes,11,20121227.0,230.0,F,Personal,19.0,300000.0,0.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000089,0,1197971.46,18,1.0,ATM_INT,20150509,US,ATM_INT,Sabado,9,20001215.0,829.0,F,Personal,24.0,900000.0,600000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000090,1,119819.84,14,659.13,ATM_INT,20150526,CR,ATM_INT,Martes,26,20080409.0,210.0,M,Personal Plus,29.0,2100000.0,310000.0,2,8616.02,4308.01,4308.01,5,342.47,1482.35,2739.72,Quincena_2
9000000091,1,1200872.44,23,659.13,ATM_INT,20150508,PA,ATM_INT,Viernes,8,20030321.0,443.0,F,Emprendedor,27.0,4000000.0,2000000.0,3,11192.64,2798.16,4552.41,4,424.73,1043.91,2123.66,Quincena_1
9000000092,1,120477.78,14,461.26,ATM_INT,20150504,EC,ATM_INT,Lunes,4,20100107.0,82.0,F,Personal Plus,22.0,1000000.0,900000.0,2,4552.41,4552.41,4552.41,6,115.51,904.81,1617.18,Quincena_1
9000000093,1,1207571.4,23,1.0,ATM_INT,20150513,US,ATM_INT,Miercoles,13,20090723.0,4.0,F,Personal Plus,27.0,2200000.0,0.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000094,1,1209087.18,17,594.77,ATM_INT,20150515,US,ATM_INT,Viernes,15,20050415.0,716.0,M,Personal Plus,29.0,5643700.0,500000.0,1,0.0,0.0,0.0,5,289.99,4552.41,2029.9,Quincena_1
9000000095,0,120942.5,20,711.63,POS,20150524,US,MCI,Domingo,24,20080717.0,442.0,F,Personal Plus,26.0,2500000.0,500000.0,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01,Quincena_2
9000000096,0,1217171.34,15,829.7,ATM_INT,20150506,US,ATM_INT,Miercoles,6,20131011.0,337.0,F,Personal Plus,26.0,1771000.0,600000.0,1,0.0,0.0,0.0,3,769.76,4552.41,1539.51,Quincena_1
9000000097,0,121880.05,13,48.19,POS,20150525,PA,POS,Lunes,25,20101111.0,40.0,F,Personal Plus,25.0,2900000.0,700000.0,1,0.0,0.0,0.0,2,48.19,1043.91,96.38,Quincena_2
9000000098,0,122877.07,22,973.95,POS,20150526,AR,POS,Martes,26,20101006.0,19.0,M,Personal Plus,28.0,5623697.0,500000.0,2,18209.64,4552.41,4552.41,8,143.64,4308.01,6463.95,Quincena_2
9000000099,1,1256805.4,18,243.62,ATM_INT,20150513,US,ATM_INT,Miercoles,13,20120221.0,1.0,M,Personal Plus,22.0,1800000.0,100000.0,2,1809.62,904.81,904.81,7,114.18,4552.41,2169.37,Quincena_1
9000000100,1,1280737.5,1,733.11,ATM_INT,20150531,CR,ATM_INT,Domingo,31,20121227.0,180.0,F,Personal Plus,27.0,3200000.0,1000000.0,2,2370.55,2370.55,2370.55,5,371.59,1482.35,2972.72,Quincena_2
9000000101,1,128922.26,13,659.13,ATM_INT,20150501,US,ATM_INT,Viernes,1,20120306.0,392.0,M,Personal Plus,29.0,1200000.0,1200000.0,1,0.0,0.0,0.0,6,474.94,4552.41,5224.36,Quincena_1
9000000102,0,129131.28,23,26.6,POS,20150519,US,MCI,Martes,19,20101021.0,8.0,M,Personal Plus,25.0,2100000.0,400000.0,1,0.0,0.0,0.0,3,22.86,4552.41,502.94,Quincena_2
9000000103,0,1293465.6,13,123.61,ATM_INT,20150527,US,ATM_INT,Miercoles,27,20131106.0,54.0,F,Personal,22.0,200000.0,200000.0,1,0.0,0.0,0.0,2,123.61,4552.41,247.22,Quincena_2
9000000104,0,1293484.48,21,614.04,POS,20150503,US,MCI,Domingo,3,20100825.0,767.0,M,Personal Plus,26.0,12500000.0,500000.0,2,18209.64,4552.41,4552.41,4,297.26,4798.32,1189.02,Quincena_1
9000000105,0,130581.08,10,330.51,POS,20150503,US,POS,Domingo,3,20110210.0,21.0,F,Personal Plus,31.0,1770000.0,350000.0,2,23127.23,3854.54,3854.54,7,143.46,5589.11,3156.2,Quincena_1
9000000106,0,130581.08,10,330.51,POS,20150503,US,POS,Domingo,3,20110210.0,21.0,F,Personal Plus,31.0,1770000.0,350000.0,2,23127.23,3854.54,3854.54,7,143.46,5589.11,3156.2,Quincena_1
9000000107,1,1306458.35,18,733.11,ATM_INT,20150515,US,ATM_INT,Viernes,15,20131003.0,172.0,M,Personal Plus,29.0,2166700.0,600000.0,1,0.0,0.0,0.0,4,326.49,4552.41,1632.46,Quincena_1
9000000108,0,133963.96,0,304.29,POS,20150530,US,MCI,Sabado,30,20050719.0,586.0,M,Personal Plus,28.0,8500000.0,2000000.0,5,42551.06,4255.11,7632.97,4,150.4,4552.41,902.42,Quincena_2
9000000109,1,1345011.17,22,181.91,POS,20150527,US,MCI,Miercoles,27,20120515.0,59.0,F,Personal Plus,27.0,3672200.0,500000.0,1,0.0,0.0,0.0,3,104.74,4552.41,418.97,Quincena_2
9000000110,1,1345011.17,22,181.91,POS,20150527,US,MCI,Miercoles,27,20120515.0,59.0,F,Personal Plus,27.0,3672200.0,500000.0,1,0.0,0.0,0.0,3,104.74,4552.41,418.97,Quincena_2
9000000111,0,134528.74,5,662.36,POS,20150529,US,MCI,Viernes,29,20110208.0,434.0,F,Personal Plus,25.0,3000000.0,700000.0,2,4552.41,4552.41,4552.41,3,638.2,4552.41,2552.8,Quincena_2
9000000112,0,134557.36,15,1.0,POS,20150515,US,MCI,Viernes,15,20110826.0,462.0,F,Personal,22.0,800000.0,200000.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000113,1,134777.06,9,594.77,POS,20150515,US,POS,Viernes,15,20050415.0,716.0,M,Personal Plus,29.0,5643700.0,500000.0,1,0.0,0.0,0.0,5,289.99,4552.41,2029.9,Quincena_1
9000000114,0,138590.04,6,12.01,POS,20150517,PA,POS,Domingo,17,19940429.0,275.0,F,Personal Plus,25.0,2403500.0,200000.0,2,9104.82,4552.41,4552.41,3,10.68,1043.91,42.71,Quincena_2
9000000115,1,140294.03,12,594.77,POS,20150515,US,POS,Viernes,15,20050415.0,716.0,M,Personal Plus,29.0,5643700.0,500000.0,1,0.0,0.0,0.0,5,289.99,4552.41,2029.9,Quincena_1
9000000116,0,142012.08,15,243.62,POS,20150514,US,POS,Jueves,14,20070122.0,310.0,F,Personal Plus,26.0,2000000.0,1500000.0,3,32205.7,4025.71,4552.41,3,195.21,4552.41,976.03,Quincena_1
9000000117,0,144205.51,20,711.63,POS,20150524,US,MCI,Domingo,24,20080717.0,442.0,F,Personal Plus,26.0,2500000.0,500000.0,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01,Quincena_2
9000000118,0,144231.01,17,1111.02,POS,20150525,US,POS,Lunes,25,20100105.0,267.0,F,Personal Plus,26.0,3600000.0,2000000.0,1,0.0,0.0,0.0,5,592.49,4552.41,4739.92,Quincena_2
9000000119,0,1453098.29,23,9.34,ATM_INT,20150504,US,ATM_INT,Lunes,4,20120628.0,436.0,F,Personal Plus,22.0,1000000.0,0.0,1,0.0,0.0,0.0,2,9.34,4552.41,84.08,Quincena_1
9000000120,0,1453098.29,19,23.31,ATM_INT,20150501,US,ATM_INT,Viernes,1,20130809.0,281.0,M,Personal,20.0,1.0,0.0,1,0.0,0.0,0.0,2,23.31,4552.41,46.62,Quincena_1
